BibNumber,FirstName,LastName,Gender,Age,Country,City,Time
1407,Elijah,Oliveira,M,27,Mexico,Cancun,5:00:33
1408,Noah,Lee,M,46,Turkey,Izmir,4:09:36
1409,Alexander,Silva,M,70,Spain,Bilbao,5:06:10
1410,Emma,Anderson,F,36,Australia,Melbourne,3:10:42
1411,Daniel,Torres,M,28,China,Shanghai,3:50:03
1412,Ava,Santos,F,35,Denmark,Odense,5:55:44
1413,Megan,Bianchi,F,47,Sweden,Vasteras,5:14:14
1414,Valentina,Robinson,F,56,Germany,Berlin,5:10:44
1415,Olivia,Kaczmarek,F,50,India,Hyderabad,5:00:26
1416,Ekaterina,Melo,F,67,United Kingdom,Glasgow,2:34:22
1417,Mateo,Costa,M,66,United Arab Emirates,Abu Dhabi,4:27:11
1418,Katarzyna,Wiśniewski,F,18,Argentina,Cordoba,4:59:05
1419,Henry,Jackson,M,25,Russia,Novosibirsk,2:59:50
1420,George,Ferrari,M,58,United States,San Francisco,5:43:42
1421,Julia,Allen,F,52,United Kingdom,Birmingham,2:06:54
1422,Jakub,Clark,M,62,Norway,Bergen,5:29:53
1423,Lorenzo,Kaczmarek,M,25,Turkey,Antalya,2:19:46
1424,Ekaterina,Allen,F,27,Italy,Turin,5:05:11
1425,Camila,Anderson,F,38,Brazil,Salvador,3:22:21
1426,Evelyn,Wilson,F,39,Kenya,Mombasa,5:15:56
1427,Santiago,Johnson,M,35,Czech Republic,Brno,2:06:27
1428,Lucia,Gomes,F,43,Spain,Barcelona,4:44:42
1429,Ekaterina,Jones,F,33,United Kingdom,London,2:46:10
1430,Mia,Scott,F,62,China,Guangzhou,4:02:46
1431,Isabella,Santos,F,26,India,Bangalore,5:54:59
1432,Alexander,Harris,M,24,Israel,Haifa,4:06:43
1433,Alina,Taylor,F,42,United Arab Emirates,Ajman,5:49:49
1434,Charlotte,Wiśniewski,F,38,Turkey,Bursa,4:42:09
1435,Alina,Kowalski,F,61,Czech Republic,Prague,5:37:16
1436,Hugo,Moore,M,64,Turkey,Antalya,3:31:53
1437,Liam,Kowalski,M,68,Mexico,Puebla,5:59:16
1438,David,Nowak,M,48,Ukraine,Dnipro,5:55:36
1439,Isabela,Robinson,F,69,China,Guangzhou,3:37:59
1440,Luis,Robinson,M,36,Argentina,Cordoba,5:22:02
1441,Pedro,Torres,M,23,Ethiopia,Mekelle,5:44:30
1442,Mateo,Brown,M,49,Poland,Poznan,4:16:27
1443,Oliver,Anderson,M,20,Ethiopia,Gondar,4:34:44
1444,Jan,Wright,M,22,Brazil,Sao Paulo,4:43:23
1445,Lucia,Johnson,F,56,Hungary,Szeged,4:33:40
1446,Daria,Ivanov,F,33,Finland,Espoo,2:22:31
1447,Olivia,White,F,54,Israel,Jerusalem,5:26:40
1448,Evelyn,Brown,F,37,South Africa,Pretoria,2:16:27
1449,Julia,Ferrari,F,28,Austria,Vienna,3:01:59
1450,Giovanni,Popov,M,49,Kenya,Mombasa,3:17:59
1451,Nikolai,Harris,M,25,Japan,Sapporo,3:11:33
1452,Henry,Nguyen,M,47,Brazil,Salvador,4:09:58
1453,Camila,Wiśniewski,F,58,Czech Republic,Ostrava,4:21:09
1454,Ivan,King,M,40,Germany,Berlin,3:55:31
1455,Ingrid,Lewis,F,38,Mexico,Monterrey,2:58:06
1456,Sara,Smith,F,66,United Arab Emirates,Ajman,2:06:24
1457,Lucas,White,M,47,Kenya,Nakuru,4:37:11
1458,Harry,Williams,M,47,Romania,Cluj-Napoca,4:47:33
1459,Carlos,Miller,M,18,France,Paris,3:37:18
1460,Alina,Williams,F,48,Portugal,Coimbra,2:33:09
1461,Lorenzo,Hernandez,M,25,India,Hyderabad,2:17:43
1462,Julia,Gonzalez,F,38,Israel,Nazareth,2:38:49
1463,Yuki,Jackson,F,47,South Korea,Busan,4:28:43
1464,Mikhail,Williams,M,64,Czech Republic,Olomouc,4:24:51
1465,Lucas,Moore,M,29,Russia,Novosibirsk,3:25:58
1466,Isabella,Walker,F,68,Turkey,Ankara,3:30:25
1467,James,Wilson,M,19,France,Nice,5:27:30
1468,Megan,Smith,F,39,Denmark,Esbjerg,4:17:49
1469,Maria,Ivanov,F,51,Czech Republic,Prague,2:11:07
1470,Luis,Silva,M,68,Ethiopia,Dire Dawa,2:21:44
1471,Amelia,King,F,35,Germany,Frankfurt,2:51:40
1472,James,Kowalski,M,54,United States,New York,2:57:58
1473,Evelyn,Martinez,F,52,United Kingdom,Manchester,3:16:54
1474,Ekaterina,Clark,F,54,Canada,Ottawa,3:28:08
1475,Maya,Romano,F,57,Poland,Poznan,4:02:22
1476,Maria,Anderson,F,39,South Korea,Busan,2:33:33
1477,Maria,Moore,F,23,Turkey,Bursa,4:03:24
1478,Yuki,Harris,F,54,Czech Republic,Olomouc,2:45:32
1479,Camila,Lopez,F,29,Ethiopia,Bahir Dar,2:59:39
1480,Elijah,Novak,M,42,Portugal,Lisbon,5:27:13
1481,Alexander,Hernandez,M,59,United Kingdom,London,3:04:28
1482,Chiara,Wiśniewski,F,57,Germany,Berlin,5:17:58
1483,Olga,Miller,F,34,Turkey,Bursa,4:31:35
1484,Chiara,Williams,F,62,Kenya,Nakuru,3:30:18
1485,David,Gonzalez,M,66,Ethiopia,Mekelle,5:09:29
1486,Oliver,Allen,M,28,Hungary,Budapest,4:14:19
1487,Lorenzo,Gonzalez,M,32,Ukraine,Lviv,4:28:55
1488,James,Walker,M,55,Ukraine,Kharkiv,2:54:21
1489,Michael,Walker,M,23,Singapore,Singapore,5:57:53
1490,Daniel,Perez,M,29,Norway,Stavanger,2:53:22
1491,Emma,Rodriguez,F,22,Poland,Wroclaw,3:32:58
1492,Emma,Allen,F,46,China,Guangzhou,5:15:36
1493,Magdalena,Smirnov,F,31,Netherlands,Eindhoven,3:21:38
1494,Zuzanna,Jones,F,37,Sweden,Vasteras,5:38:39
1495,Zuzanna,Popov,F,48,India,Bangalore,2:28:47
1496,Isabella,Nguyen,F,55,France,Marseille,3:30:25
1497,Mikhail,Nowak,M,33,Russia,Kazan,4:27:22
1498,Sara,Kowalczyk,F,52,Turkey,Antalya,3:54:27
1499,Chiara,Perez,F,56,Brazil,Brasilia,4:40:07
1500,Nikolai,Murphy,M,60,Slovakia,Presov,4:53:05
1501,Alina,Murphy,F,28,Spain,Madrid,3:15:52
1502,Daniel,Melo,M,62,Spain,Seville,3:20:08
1503,Daria,Jones,F,31,Argentina,La Plata,4:05:44
1504,Robert,Martinez,M,33,Brazil,Rio de Janeiro,3:44:58
1505,Emily,Nowak,F,28,Austria,Salzburg,3:03:03
1506,David,Taylor,M,26,Italy,Turin,4:31:15
1507,Michael,Lee,M,38,Brazil,Fortaleza,5:59:48
1508,Isabella,Wright,F,69,Slovakia,Kosice,5:53:14
1509,Hugo,Robinson,M,60,South Africa,Pretoria,5:58:07
1510,Amelia,Torres,F,57,Portugal,Coimbra,2:06:45
1511,Pedro,Torres,M,38,Australia,Perth,5:01:32
1512,Maya,Kowalczyk,F,28,Denmark,Copenhagen,4:00:11
1513,Lucas,Clark,M,29,Austria,Salzburg,5:01:05
1514,John,Lewis,M,25,Romania,Constanta,5:38:06
1515,Ingrid,Perez,F,27,Brazil,Rio de Janeiro,5:44:56
1516,Maya,Anderson,F,33,South Korea,Seoul,3:55:13
1517,Katarzyna,Ivanov,F,29,Romania,Timisoara,2:22:08
1518,Charlotte,Lee,F,35,Slovakia,Nitra,3:10:26
1519,Nikolai,Murphy,M,55,China,Guangzhou,4:22:09
1520,Alexander,Gomes,M,27,Turkey,Izmir,2:07:27
1521,Marco,Ramirez,M,26,South Africa,Johannesburg,4:19:41
1522,Anna,Rossi,F,22,Spain,Bilbao,5:43:39
1523,Julia,Taylor,F,39,Romania,Constanta,4:51:11
1524,Sophia,Harris,F,31,Russia,Moscow,2:06:21
1525,Sophia,Wilson,F,34,France,Nice,4:16:45
1526,Robert,Silva,M,52,Turkey,Antalya,4:31:47
1527,Mateusz,Perez,M,51,India,Hyderabad,3:16:01
1528,Laura,Gomes,F,67,Germany,Frankfurt,3:41:39
1529,Ekaterina,White,F,49,Turkey,Antalya,3:54:51
1530,Mikhail,Walker,M,26,Japan,Tokyo,3:08:54
1531,Noah,Rodriguez,M,67,United States,Boston,2:37:07
1532,Henry,Kowalczyk,M,36,Germany,Berlin,4:27:02
1533,Katarzyna,Kuznetsov,F,30,United States,San Francisco,5:42:00
1534,Harry,Santos,M,45,Austria,Innsbruck,4:24:57
1535,Jakub,Romano,M,25,Mexico,Monterrey,3:01:11
1536,Lucia,Lee,F,49,Switzerland,Lausanne,5:15:44
1537,Ekaterina,Young,F,55,Portugal,Porto,5:07:41
1538,Julia,Hernandez,F,47,Russia,Novosibirsk,5:10:04
1539,Alexander,Nguyen,M,49,Slovakia,Nitra,5:47:33
1540,Lucia,Kaczmarek,F,46,Argentina,Mendoza,4:23:07
1541,David,Santos,M,63,South Africa,Cape Town,3:30:53
1542,Henry,Lopez,M,20,Romania,Cluj-Napoca,4:53:16
1543,Mia,Ramirez,F,41,Ethiopia,Mekelle,5:47:11
1544,Daniel,Costa,M,46,Argentina,Cordoba,5:03:06
1545,Mateusz,Ferrari,M,30,Spain,Barcelona,4:15:23
1546,Megan,Thompson,F,23,Mexico,Mexico City,5:47:09
1547,Daniel,Robinson,M,48,Canada,Ottawa,5:26:30
1548,Jack,King,M,35,Russia,Moscow,5:41:51
1549,Pedro,Walker,M,64,Spain,Seville,2:45:29
1550,Ingrid,Melo,F,69,Hungary,Debrecen,4:23:39
1551,Carlos,Lopez,M,19,Switzerland,Lausanne,5:38:16
1552,Lucia,Miller,F,58,Portugal,Faro,2:30:07
1553,Valentina,Rossi,F,45,Sweden,Stockholm,3:41:31
1554,Noah,Moore,M,53,Denmark,Odense,4:53:13
1555,Mateo,Johnson,M,56,Finland,Oulu,3:50:04
1556,Lucas,Robinson,M,29,Japan,Tokyo,3:35:31
1557,Olivia,Kowalski,F,46,United Arab Emirates,Ras Al Khaimah,2:23:24
1558,Ekaterina,Nowak,F,41,Poland,Wroclaw,2:32:26
1559,Oliver,Anderson,M,55,France,Nice,3:18:35
1560,Carlos,Smirnov,M,57,Brazil,Salvador,3:04:15
1561,Daniel,Wiśniewski,M,29,Mexico,Cancun,3:20:33
1562,Mateusz,Martin,M,34,France,Paris,3:11:10
1563,Ekaterina,Santos,F,39,Poland,Gdansk,2:55:57
1564,Alexander,Moore,M,38,Brazil,Fortaleza,5:24:04
1565,Camila,Anderson,F,30,Austria,Salzburg,4:44:26
1566,Zuzanna,Johnson,F,20,Czech Republic,Prague,2:29:51
1567,Mateusz,Harris,M,27,Denmark,Aalborg,3:27:22
1568,Henry,Murphy,M,47,Russia,Kazan,3:12:10
1569,Jakub,Costa,M,29,United Arab Emirates,Abu Dhabi,3:03:51
1570,Maya,Perez,F,49,Switzerland,Bern,2:19:14
1571,John,Brown,M,56,Israel,Nazareth,4:03:01
1572,Chiara,Kowalski,F,36,Switzerland,Lausanne,4:39:45
1573,Benjamin,Thompson,M,44,Turkey,Ankara,2:59:31
1574,Olga,Brown,F,19,United States,Chicago,5:35:37
1575,Mateusz,Lopez,M,38,Turkey,Bursa,3:39:25
1576,Valentina,Rodriguez,F,60,Ethiopia,Addis Ababa,3:17:52
1577,Maya,Wiśniewski,F,47,China,Guangzhou,4:39:00
1578,Mateusz,Garcia,M,50,Singapore,Singapore,2:49:31
1579,Valentina,Scott,F,43,India,Bangalore,2:10:31
1580,Maya,Ferrari,F,31,Romania,Iasi,5:07:14
1581,Mateo,Anderson,M,47,Netherlands,Eindhoven,5:20:01
1582,Mateo,Ivanov,M,30,Canada,Vancouver,3:28:59
1583,Mateusz,Taylor,M,52,United Kingdom,Edinburgh,5:23:46
1584,Maya,Ramirez,F,34,United States,Boston,3:17:55
1585,Lorenzo,Wiśniewski,M,31,India,Bangalore,5:08:22
1586,Pedro,Ivanov,M,57,United States,Chicago,4:54:59
1587,Laura,Kowalczyk,F,38,Japan,Osaka,4:16:35
1588,Ingrid,Gomes,F,25,Russia,Moscow,3:00:21
1589,Lorenzo,Melo,M,61,Switzerland,Geneva,4:00:26
1590,Laura,Silva,F,28,Kenya,Mombasa,5:33:03
1591,Lorenzo,Popov,M,64,France,Nice,5:36:37
1592,Olivia,Allen,F,70,Austria,Graz,5:19:01
1593,Camila,Jones,F,34,Japan,Nagoya,5:09:40
1594,Julia,Taylor,F,32,United Arab Emirates,Sharjah,5:57:47
1595,Lucia,Garcia,F,31,United States,Boston,4:31:29
1596,Isabella,Brown,F,68,Portugal,Faro,3:13:39
1597,Yuki,Perez,F,65,China,Shenzhen,3:20:34
1598,Hugo,Sanchez,M,51,Canada,Montreal,4:01:00
1599,Emma,Kuznetsov,F,25,Czech Republic,Ostrava,4:23:58
1600,Jack,Ivanov,M,24,South Korea,Incheon,3:08:15
1601,Amelia,Anderson,F,28,Japan,Kyoto,5:00:00
1602,Ava,Robinson,F,61,Spain,Seville,5:29:18
1603,Nikolai,Brown,M,33,Sweden,Malmo,5:41:22
1604,Zuzanna,Rodriguez,F,32,Romania,Cluj-Napoca,5:06:21
1605,Thomas,Oliveira,M,39,Kenya,Mombasa,3:32:13
1606,Katarzyna,Perez,F,54,Slovakia,Presov,3:16:03
1607,Santiago,Moore,M,70,Austria,Vienna,3:59:40
1608,Santiago,Anderson,M,54,South Korea,Busan,2:56:20
1609,Elijah,Lee,M,25,Czech Republic,Olomouc,2:42:17
1610,Alexander,Rossi,M,69,Denmark,Odense,2:49:19
1611,Magdalena,Popov,F,63,Denmark,Aalborg,5:30:50
1612,Maria,Kuznetsov,F,35,Spain,Bilbao,4:37:35
1613,Sofia,Walker,F,26,Spain,Madrid,3:11:55
1614,George,Jackson,M,54,United Arab Emirates,Sharjah,3:57:25
1615,Giulia,Lewis,F,38,France,Paris,4:23:09
1616,Zuzanna,Gomes,F,61,United Kingdom,London,2:57:16
1617,Maya,Oliveira,F,40,Japan,Nagoya,4:32:27
1618,Mia,Taylor,F,24,Spain,Madrid,3:20:59
1619,Maya,Jackson,F,25,United Arab Emirates,Dubai,3:25:34
1620,Ekaterina,Hernandez,F,27,South Korea,Incheon,2:23:14
1621,Nikolai,Kowalczyk,M,31,Czech Republic,Olomouc,3:11:38
1622,Alina,Lopez,F,23,Sweden,Vasteras,4:47:37
1623,Olga,Kowalski,F,48,Spain,Seville,3:05:32
1624,David,Brown,M,35,Brazil,Salvador,4:05:50
1625,Oleg,Kowalski,M,33,Singapore,Singapore,3:25:55
1626,Megan,Novak,F,48,South Korea,Daegu,3:03:13
1627,Arthur,Martin,M,56,Israel,Beer Sheva,4:57:09
1628,Alina,Rodriguez,F,34,Portugal,Lisbon,4:40:59
1629,Megan,Taylor,F,46,Brazil,Salvador,3:58:48
1630,Zuzanna,Lewis,F,32,Turkey,Istanbul,3:34:10
1631,Luis,Rodriguez,M,30,China,Beijing,4:03:01
1632,Jack,Wright,M,66,Spain,Seville,3:19:31
1633,Zuzanna,Ramirez,F,27,China,Beijing,4:28:20
1634,Oliver,Popov,M,20,Romania,Constanta,4:10:37
1635,Jakub,Ivanov,M,60,Turkey,Ankara,2:37:10
1636,Arthur,Murphy,M,69,Russia,Saint Petersburg,2:38:28
1637,Megan,Brown,F,43,Netherlands,Rotterdam,2:07:50
1638,Kacper,Thompson,M,39,Argentina,Cordoba,5:21:41
1639,Thomas,Gonzalez,M,24,France,Marseille,4:09:05
1640,Laura,Smith,F,46,India,Delhi,4:09:45
1641,Olga,Scott,F,54,Ethiopia,Gondar,3:11:53
1642,Piotr,Davis,M,68,Japan,Osaka,4:30:01
1643,Julia,Bianchi,F,30,Germany,Munich,5:24:05
1644,Lucas,Ivanov,M,59,Switzerland,Basel,3:03:10
1645,Isabela,Brown,F,41,Canada,Vancouver,2:53:47
1646,Isabella,Nowak,F,52,South Africa,Pretoria,3:37:17
1647,Michael,Lee,M,52,Ethiopia,Dire Dawa,4:20:42
1648,Giovanni,Gomes,M,21,Romania,Constanta,5:49:29
1649,Camila,Thompson,F,59,United States,New York,3:37:30
1650,Ivan,Wilson,M,27,Israel,Nazareth,3:34:42
1651,David,Hernandez,M,20,Sweden,Vasteras,5:00:38
1652,Pedro,Jones,M,40,Russia,Yekaterinburg,2:56:25
1653,Anna,Harris,F,41,Netherlands,Utrecht,5:30:59
1654,Marco,Smirnov,M,32,Portugal,Coimbra,5:17:59
1655,Alexander,Hernandez,M,22,Slovakia,Bratislava,2:33:13
1656,Oliver,Perez,M,60,United Arab Emirates,Dubai,2:59:08
1657,Oliver,Wilson,M,38,Japan,Osaka,5:15:07
1658,Maria,Perez,F,28,Canada,Toronto,2:14:40
1659,Piotr,Gonzalez,M,67,Netherlands,Rotterdam,2:58:14
1660,Jan,Davis,M,21,Netherlands,Eindhoven,2:10:12
1661,Sofia,Costa,F,23,Canada,Vancouver,2:17:55
1662,Camila,Thompson,F,44,Austria,Graz,2:19:37
1663,Anna,Popov,F,50,Czech Republic,Pilsen,2:48:05
1664,George,Garcia,M,65,United States,New York,5:15:10
1665,Maya,Martinez,F,30,France,Bordeaux,3:38:01
1666,Daria,Silva,F,56,Mexico,Guadalajara,2:13:12
1667,Valentina,Jones,F,53,Brazil,Fortaleza,3:28:17
1668,Olga,Hernandez,F,52,Israel,Nazareth,4:09:51
1669,Megan,Clark,F,36,Argentina,Rosario,4:26:51
1670,Mateo,White,M,18,Italy,Milan,2:31:26
1671,Maya,Wiśniewski,F,39,Switzerland,Zurich,2:49:12
1672,Olivia,Jackson,F,67,Spain,Barcelona,4:32:53
1673,Zuzanna,White,F,51,Argentina,Mendoza,2:23:48
1674,Katarzyna,King,F,50,Ukraine,Dnipro,2:46:40
1675,Alexander,White,M,58,Poland,Wroclaw,4:27:04
1676,Laura,Lewis,F,60,Japan,Kyoto,4:08:33
1677,Laura,Walker,F,25,Turkey,Bursa,3:46:06
1678,Noah,Martin,M,35,Israel,Beer Sheva,5:41:53
1679,Katarzyna,Silva,F,37,United Arab Emirates,Ajman,3:33:50
1680,Mateusz,Sanchez,M,66,Hungary,Pecs,2:24:56
1681,Maria,Wiśniewski,F,54,United States,New York,5:14:47
1682,Giovanni,Lee,M,61,Australia,Melbourne,4:52:47
1683,Isabella,Nowak,F,33,Mexico,Guadalajara,2:11:53
1684,Harry,Smith,M,61,Canada,Montreal,4:47:59
1685,Lucas,Wiśniewski,M,19,United Kingdom,Glasgow,4:04:00
1686,Marco,Ferrari,M,30,Russia,Saint Petersburg,5:55:47
1687,David,Ivanov,M,37,United Arab Emirates,Sharjah,3:34:19
1688,Julia,Wiśniewski,F,26,Spain,Valencia,3:00:28
1689,Maya,Nowak,F,59,Czech Republic,Ostrava,3:05:34
1690,Olga,Harris,F,42,Ukraine,Kharkiv,4:51:50
1691,Giulia,Gomes,F,23,Israel,Beer Sheva,3:31:57
1692,Olivia,Allen,F,40,Norway,Oslo,2:56:05
1693,Isabela,Smith,F,55,Norway,Trondheim,5:45:42
1694,Thomas,Williams,M,42,Portugal,Coimbra,5:31:11
1695,Lucas,Nguyen,M,70,Portugal,Porto,5:13:23
1696,Piotr,Martin,M,29,Denmark,Aarhus,2:07:55
1697,Daria,Martinez,F,24,Ukraine,Dnipro,3:26:21
1698,Olivia,Scott,F,37,Brazil,Fortaleza,3:11:31
1699,Ekaterina,Gonzalez,F,39,India,Mumbai,5:29:35
1700,George,Novak,M,36,South Korea,Busan,3:02:25
1701,Lucas,Williams,M,63,United Arab Emirates,Dubai,2:43:55
1702,Lorenzo,Rodriguez,M,59,Kenya,Nairobi,2:36:23
1703,Thomas,Gomes,M,50,South Korea,Daejeon,3:15:57
1704,Oleg,Melo,M,29,Denmark,Aarhus,4:51:19
1705,Elijah,Clark,M,27,Ukraine,Dnipro,3:57:16
1706,Amelia,Jones,F,32,Brazil,Fortaleza,5:15:29
1707,María,Clark,F,33,United Kingdom,Glasgow,5:24:54
1708,James,Petrov,M,63,Australia,Adelaide,5:46:22
1709,Mikhail,Thompson,M,58,Israel,Beer Sheva,2:23:24
1710,Ava,Davis,F,37,India,Chennai,5:46:30
1711,Emily,Wiśniewski,F,49,Ukraine,Lviv,5:01:57
1712,Jack,Robinson,M,27,Finland,Helsinki,2:09:43
1713,Lucas,Davis,M,68,United Kingdom,Birmingham,3:34:01
1714,Luis,Wilson,M,66,Ukraine,Kharkiv,4:14:13
1715,Magdalena,Kowalski,F,34,Portugal,Porto,5:00:03
1716,Giovanni,White,M,60,Portugal,Coimbra,3:35:25
1717,Alina,King,F,66,Spain,Bilbao,4:41:27
1718,Santiago,Torres,M,24,Russia,Moscow,5:12:08
1719,Evelyn,Brown,F,34,Poland,Wroclaw,4:39:53
1720,Maria,Ferrari,F,41,Germany,Frankfurt,2:17:12
1721,Pedro,Rodriguez,M,48,India,Hyderabad,5:01:07
1722,Noah,Wiśniewski,M,22,United Arab Emirates,Abu Dhabi,3:04:32
1723,Alexander,Novak,M,62,Ukraine,Kyiv,3:15:37
1724,Michael,White,M,69,Finland,Espoo,5:10:58
1725,Jack,Johnson,M,31,Austria,Vienna,4:15:28
1726,Mikhail,Robinson,M,43,Poland,Gdansk,2:25:55
1727,Daniel,Brown,M,65,Ukraine,Lviv,2:50:46
1728,Santiago,Robinson,M,54,Spain,Bilbao,2:51:25
1729,Sunita,Kaczmarek,F,60,France,Bordeaux,2:09:00
1730,Alexander,Jackson,M,37,Romania,Bucharest,3:35:37
1731,Katarzyna,Allen,F,46,United States,Los Angeles,4:45:23
1732,Lucas,Ferrari,M,51,United Kingdom,Manchester,3:16:26
1733,Laura,Sanchez,F,22,Austria,Linz,5:14:40
1734,Isabela,Sanchez,F,57,United States,Chicago,3:45:48
1735,Ivan,Petrov,M,18,Finland,Tampere,2:12:55
1736,Liam,Martin,M,35,Germany,Cologne,3:23:26
1737,Oliver,Davis,M,20,Argentina,Rosario,3:47:39
1738,Charlotte,Wilson,F,49,Turkey,Ankara,3:10:59
1739,Nikolai,Thomas,M,37,France,Marseille,5:45:04
1740,Oliver,Ivanov,M,30,Argentina,Cordoba,2:23:49
1741,Magdalena,Gonzalez,F,47,United Kingdom,Edinburgh,2:36:01
1742,Sunita,Ferrari,F,60,Austria,Graz,2:54:51
1743,Chiara,Miller,F,27,Argentina,La Plata,4:18:06
1744,Lucas,Walker,M,62,Japan,Nagoya,3:38:15
1745,Sophia,Jones,F,21,Ethiopia,Mekelle,2:41:32
1746,Nikolai,Bianchi,M,24,France,Lyon,3:24:12
1747,Nikolai,Hernandez,M,22,Germany,Cologne,2:14:19
1748,Daria,Sanchez,F,34,Sweden,Gothenburg,4:14:13
1749,Olga,Petrov,F,64,China,Beijing,4:12:52
1750,Olivia,Gomes,F,21,Spain,Barcelona,2:56:13
1751,Daria,Rossi,F,19,Russia,Kazan,4:04:32
1752,Arthur,Moore,M,47,Denmark,Copenhagen,5:35:32
1753,Nikolai,Taylor,M,69,Romania,Timisoara,2:59:12
1754,Kacper,Allen,M,35,Finland,Tampere,4:34:50
1755,Ava,Wright,F,59,Kenya,Nakuru,5:13:21
1756,Pedro,Petrov,M,49,Ukraine,Dnipro,3:42:12
1757,James,Costa,M,43,Denmark,Aarhus,4:22:25
1758,Marco,White,M,67,Sweden,Vasteras,2:46:03
1759,Ekaterina,Wilson,F,70,Mexico,Mexico City,3:23:30
1760,Daria,Garcia,F,66,Brazil,Sao Paulo,5:44:08
1761,John,Ivanov,M,47,Norway,Oslo,2:29:03
1762,Valentina,Wilson,F,18,South Africa,Port Elizabeth,4:54:04
1763,Carlos,Santos,M,57,Hungary,Debrecen,5:06:52
1764,Oliver,Clark,M,37,Hungary,Budapest,4:28:16
1765,Anna,Novak,F,36,Switzerland,Lausanne,4:38:39
1766,Isabela,Oliveira,F,60,Japan,Nagoya,5:06:06
1767,Chiara,Wiśniewski,F,41,Israel,Tel Aviv,5:00:46
1768,Elijah,Robinson,M,39,Canada,Montreal,4:12:19
1769,Mikhail,Brown,M,28,Denmark,Copenhagen,5:46:39
1770,Charlotte,Allen,F,61,Finland,Vantaa,4:09:57
1771,Olivia,Lewis,F,48,Hungary,Debrecen,4:09:27
1772,Isabella,Costa,F,51,Finland,Espoo,3:08:23
1773,Luis,Kuznetsov,M,36,Austria,Linz,3:27:21
1774,Isabella,Kowalski,F,60,Italy,Bologna,4:34:40
1775,James,Kowalczyk,M,21,Hungary,Szeged,5:08:40
1776,William,Kowalczyk,M,67,France,Lyon,4:33:25
1777,Charlotte,King,F,36,South Africa,Cape Town,4:22:35
1778,Marco,Perez,M,32,Italy,Bologna,4:44:56
1779,Megan,Robinson,F,38,United Arab Emirates,Abu Dhabi,3:11:11
1780,Olga,Oliveira,F,38,Denmark,Esbjerg,2:05:22
1781,Jack,White,M,32,Slovakia,Bratislava,5:58:22
1782,Megan,Gomes,F,53,Brazil,Sao Paulo,5:59:30
1783,Giovanni,Sanchez,M,33,Switzerland,Zurich,4:41:03
1784,Arthur,Popov,M,28,France,Nice,3:27:13
1785,Harry,Anderson,M,27,Canada,Ottawa,3:20:18
1786,Jan,Young,M,56,Spain,Barcelona,5:43:28
1787,Olivia,Kuznetsov,F,30,United Arab Emirates,Ras Al Khaimah,2:47:54
1788,Liam,Kowalczyk,M,37,Ethiopia,Dire Dawa,4:04:43
1789,Maya,Taylor,F,44,Denmark,Copenhagen,5:53:22
1790,Maria,Gomes,F,18,Turkey,Izmir,5:58:28
1791,Jack,Scott,M,33,India,Chennai,3:45:02
1792,Emma,Melo,F,41,United Arab Emirates,Abu Dhabi,4:19:51
1793,Marco,Gomes,M,33,Canada,Calgary,3:09:43
1794,Michael,Kowalski,M,48,Switzerland,Zurich,3:47:31
1795,Liam,Santos,M,39,South Africa,Port Elizabeth,5:11:47
1796,Jakub,Ferrari,M,38,Sweden,Gothenburg,5:35:45
1797,Oliver,Wright,M,18,Austria,Salzburg,4:07:04
1798,Sunita,Kowalczyk,F,42,Argentina,Cordoba,3:26:31
1799,Sophia,Martinez,F,54,Switzerland,Lausanne,4:02:09
1800,Carlos,Kowalski,M,35,India,Hyderabad,5:01:35
1801,Piotr,Jones,M,30,Brazil,Sao Paulo,3:11:40
1802,Lucas,Scott,M,35,Argentina,La Plata,5:37:21
1803,James,Popov,M,52,Australia,Perth,2:26:16
1804,Charlotte,Walker,F,63,United Arab Emirates,Sharjah,4:50:27
1805,Maya,Brown,F,54,Slovakia,Nitra,4:53:54
1806,Thomas,Petrov,M,57,Finland,Tampere,4:52:52
1807,Mateo,Ramirez,M,70,Portugal,Coimbra,2:30:32
1808,Alexander,Nowak,M,58,Russia,Saint Petersburg,2:28:42
1809,Isabella,Wiśniewski,F,42,Italy,Rome,5:47:09
1810,Charlotte,Petrov,F,34,South Africa,Port Elizabeth,5:19:18
1811,Alina,Miller,F,30,India,Bangalore,3:56:15
1812,Mikhail,King,M,47,Australia,Perth,5:00:20
1813,Thomas,Thompson,M,66,United States,San Francisco,2:20:09
1814,Katarzyna,Oliveira,F,22,Norway,Trondheim,5:26:25
1815,Hugo,Wright,M,36,Japan,Kyoto,2:20:53
1816,Olivia,Ferrari,F,19,Finland,Vantaa,4:52:31
1817,Abigail,Ramirez,F,28,France,Lyon,4:40:57
1818,Liam,Kaczmarek,M,21,Russia,Yekaterinburg,4:52:56
1819,Isabela,Melo,F,51,Kenya,Nakuru,2:34:50
1820,James,Garcia,M,53,Finland,Vantaa,4:56:51
1821,Maria,Davis,F,22,Slovakia,Nitra,2:10:26
1822,Amelia,Kowalczyk,F,42,Poland,Wroclaw,5:29:30
1823,Katarzyna,King,F,25,Romania,Cluj-Napoca,5:08:43
1824,Pedro,Lee,M,52,Canada,Vancouver,4:33:22
1825,Chiara,Popov,F,63,Argentina,Cordoba,2:41:17
1826,Ivan,Gomes,M,25,Canada,Ottawa,4:26:58
