BibNumber,FirstName,LastName,Gender,Age,Country,City,Time
2184,Ivan,Wiśniewski,M,66,France,Nice,3:07:09
2185,Charlotte,Harris,F,25,Ethiopia,Dire Dawa,3:18:51
2186,Evelyn,Lee,F,45,Slovakia,Presov,5:48:48
2187,Evelyn,Sanchez,F,63,Austria,Linz,2:22:04
2188,Zuzanna,Santos,F,38,United Kingdom,Birmingham,4:49:04
2189,Alina,Ferrari,F,40,Switzerland,Basel,4:02:19
2190,Isabela,Murphy,F,49,Kenya,Eldoret,2:13:57
2191,Luis,Wright,M,25,Italy,Turin,3:21:31
2192,Isabella,Thompson,F,48,South Africa,Johannesburg,2:56:23
2193,Olivia,Petrov,F,54,Japan,Osaka,2:13:27
2194,Maya,Johnson,F,33,Israel,Haifa,3:10:24
2195,Lucas,Oliveira,M,57,Japan,Sapporo,4:32:52
2196,George,Lopez,M,59,Portugal,Coimbra,2:48:32
2197,Ivan,White,M,44,Canada,Vancouver,3:26:16
2198,Magdalena,Perez,F,57,South Korea,Incheon,4:34:11
2199,Isabella,Ferrari,F,58,Netherlands,The Hague,3:15:23
2200,Liam,Kowalski,M,35,Romania,Cluj-Napoca,2:57:27
2201,Yuki,Wiśniewski,F,52,South Korea,Daegu,5:51:20
2202,Luis,Melo,M,66,Norway,Trondheim,2:41:33
2203,William,Nowak,M,69,Turkey,Bursa,4:19:42
2204,Lucas,Rodriguez,M,32,Netherlands,The Hague,2:47:26
2205,Olivia,Gonzalez,F,70,Slovakia,Zilina,3:29:21
2206,Ava,Wilson,F,44,Russia,Kazan,3:22:35
2207,Oleg,Ramirez,M,34,China,Shenzhen,2:25:22
2208,Mia,Perez,F,57,Spain,Madrid,4:14:10
2209,Jakub,Nowak,M,19,Hungary,Pecs,3:28:39
2210,Camila,Ramirez,F,66,Singapore,Singapore,3:04:34
2211,Abigail,Jackson,F,67,Norway,Stavanger,3:40:23
2212,Daria,Harris,F,48,Brazil,Brasilia,3:54:06
2213,John,Williams,M,54,Spain,Barcelona,2:55:23
2214,Maria,Clark,F,58,Russia,Kazan,2:59:40
2215,Camila,Hernandez,F,58,Romania,Bucharest,4:39:23
2216,Luis,Ivanov,M,51,Portugal,Coimbra,2:14:00
2217,Megan,Romano,F,51,Switzerland,Zurich,5:49:47
2218,Benjamin,Robinson,M,68,Argentina,Rosario,2:13:30
2219,Mia,Thompson,F,20,United States,Los Angeles,3:47:42
2220,Benjamin,Nowak,M,34,Poland,Gdansk,5:35:42
2221,Laura,Bianchi,F,31,Israel,Beer Sheva,3:56:42
2222,Olivia,Hernandez,F,31,Netherlands,Rotterdam,2:10:44
2223,Jan,Rodriguez,M,63,United States,Boston,3:31:19
2224,Jack,Allen,M,55,Japan,Sapporo,5:59:38
2225,Jakub,Ivanov,M,52,Germany,Hamburg,4:19:43
2226,Giovanni,Smith,M,18,Norway,Tromso,3:51:12
2227,Michael,Nowak,M,65,Slovakia,Presov,5:32:14
2228,Laura,Ramirez,F,46,Netherlands,Rotterdam,5:17:41
2229,Elijah,Martin,M,21,Ethiopia,Addis Ababa,5:25:14
2230,Pedro,Taylor,M,50,India,Chennai,5:01:11
2231,Amelia,Murphy,F,34,Russia,Yekaterinburg,2:46:20
2232,Marco,Allen,M,45,Ukraine,Lviv,4:28:10
2233,Magdalena,Kaczmarek,F,67,Sweden,Gothenburg,3:41:59
2234,Emily,Kuznetsov,F,43,Denmark,Copenhagen,5:18:18
2235,Anna,Silva,F,25,United Arab Emirates,Ras Al Khaimah,5:16:12
2236,Hannah,White,F,51,Denmark,Aarhus,5:53:42
2237,Amelia,Rossi,F,35,Ukraine,Lviv,5:39:34
2238,Santiago,Ramirez,M,48,Germany,Berlin,5:24:18
2239,Daniel,Wiśniewski,M,44,Australia,Sydney,3:57:22
2240,Jakub,Costa,M,33,Germany,Frankfurt,4:43:06
2241,Mia,Martinez,F,27,Italy,Naples,5:15:43
2242,Liam,Perez,M,57,Austria,Innsbruck,4:00:00
2243,Maya,Taylor,F,29,Slovakia,Bratislava,3:38:58
2244,Valentina,Allen,F,39,Ukraine,Lviv,3:43:20
2245,Sunita,Popov,F,33,Poland,Warsaw,5:20:01
2246,Sara,Ramirez,F,29,Slovakia,Zilina,4:55:27
2247,Elijah,Robinson,M,28,Hungary,Debrecen,3:37:03
2248,Alina,Williams,F,37,France,Nice,5:42:05
2249,Amelia,Costa,F,68,Denmark,Aalborg,3:09:09
2250,Michael,Robinson,M,18,United Arab Emirates,Ajman,2:34:37
2251,Mateusz,Brown,M,44,Denmark,Aarhus,4:27:51
2252,Yuki,Ivanov,F,20,Germany,Hamburg,3:07:43
2253,Magdalena,Taylor,F,29,Slovakia,Presov,5:49:51
2254,Isabela,Perez,F,47,Romania,Timisoara,4:49:13
2255,Alina,Kaczmarek,F,26,Hungary,Budapest,2:55:58
2256,Emma,Wright,F,70,South Africa,Cape Town,4:43:18
2257,Ekaterina,Lopez,F,54,South Africa,Port Elizabeth,2:46:05
2258,Nikolai,Thompson,M,18,Austria,Salzburg,3:19:11
2259,Carlos,Johnson,M,59,China,Chengdu,2:05:15
2260,Marco,Lee,M,66,India,Delhi,3:18:30
2261,Daria,Novak,F,21,Canada,Vancouver,2:48:00
2262,Ava,Murphy,F,32,Netherlands,Utrecht,3:30:35
2263,Amelia,Thompson,F,68,South Korea,Busan,5:54:34
2264,Oliver,Wright,M,44,United States,New York,4:17:28
2265,Laura,Thomas,F,25,Australia,Perth,2:48:12
2266,Camila,Garcia,F,40,Slovakia,Nitra,3:24:49
2267,Hannah,Miller,F,32,Italy,Milan,4:22:40
2268,Evelyn,Popov,F,44,United Arab Emirates,Sharjah,4:28:22
2269,Alexander,Novak,M,48,South Korea,Seoul,5:13:35
2270,Olivia,Ramirez,F,56,Portugal,Lisbon,4:05:32
2271,Mikhail,Thompson,M,64,Portugal,Coimbra,5:09:11
2272,Giovanni,Smirnov,M,25,Portugal,Braga,4:19:53
2273,Arthur,Thomas,M,47,Norway,Tromso,2:20:18
2274,Megan,Torres,F,59,Romania,Bucharest,3:25:35
2275,Sara,Williams,F,35,Turkey,Izmir,4:46:22
2276,Isabella,Lee,F,21,Romania,Timisoara,5:24:57
2277,Magdalena,Williams,F,64,India,Hyderabad,3:00:43
2278,Abigail,Murphy,F,60,Israel,Nazareth,2:46:26
2279,Charlotte,Harris,F,39,Japan,Sapporo,5:04:29
2280,David,Popov,M,20,United States,Los Angeles,3:59:33
2281,James,Perez,M,32,United Arab Emirates,Abu Dhabi,2:09:32
2282,Oleg,Ramirez,M,52,Norway,Tromso,3:20:54
2283,Luis,Johnson,M,64,Australia,Perth,2:18:39
2284,Santiago,Kowalczyk,M,55,South Korea,Incheon,3:33:12
2285,Alexander,Popov,M,50,Japan,Osaka,2:48:35
2286,James,Romano,M,31,Japan,Tokyo,5:44:08
2287,Isabela,Davis,F,65,China,Shenzhen,3:46:09
2288,Lorenzo,Torres,M,18,Singapore,Singapore,3:39:00
2289,Alexander,Martin,M,70,United States,Los Angeles,5:03:56
2290,Arthur,Allen,M,66,Slovakia,Presov,3:11:24
2291,Hannah,Silva,F,43,Romania,Cluj-Napoca,3:26:30
2292,Ivan,Smirnov,M,25,Mexico,Mexico City,5:43:12
2293,Elijah,White,M,67,Ethiopia,Gondar,4:13:21
2294,Ingrid,Walker,F,33,Israel,Haifa,3:31:31
2295,Hugo,Wiśniewski,M,55,Singapore,Singapore,2:54:41
2296,Pedro,Moore,M,27,Kenya,Mombasa,4:53:02
2297,Santiago,Moore,M,59,Portugal,Braga,2:55:39
2298,David,Petrov,M,54,Austria,Innsbruck,3:27:15
2299,Oliver,Murphy,M,43,Mexico,Puebla,5:06:14
2300,Luis,Melo,M,45,Slovakia,Zilina,2:15:02
2301,Camila,Ivanov,F,29,United Arab Emirates,Sharjah,4:09:19
2302,Alina,Moore,F,37,Spain,Madrid,5:27:09
2303,Olivia,Clark,F,66,Ethiopia,Mekelle,4:08:39
2304,Hugo,Johnson,M,31,United States,New York,4:45:24
2305,Lucia,Petrov,F,63,China,Shanghai,5:35:54
2306,Henry,Moore,M,52,Brazil,Rio de Janeiro,4:25:47
2307,Mikhail,Robinson,M,46,Portugal,Faro,4:13:12
2308,Yuki,Rossi,F,29,Japan,Kyoto,2:46:27
2309,Jan,Miller,M,69,Poland,Krakow,2:27:38
2310,Lucas,Anderson,M,35,Mexico,Mexico City,5:23:13
2311,Emma,Kuznetsov,F,61,Argentina,Rosario,5:02:54
2312,Zuzanna,Anderson,F,19,Finland,Vantaa,2:16:29
2313,William,Kowalski,M,19,France,Lyon,5:20:24
2314,Alina,Popov,F,34,Netherlands,Utrecht,4:26:39
2315,Yuki,Ferrari,F,27,Switzerland,Basel,3:47:11
2316,Giovanni,Nguyen,M,35,Japan,Kyoto,4:49:48
2317,Carlos,Novak,M,39,Romania,Timisoara,2:57:46
2318,George,Perez,M,36,Portugal,Braga,4:28:20
2319,Daniel,Harris,M,70,Ukraine,Dnipro,5:27:23
2320,John,Gomes,M,18,India,Delhi,2:18:45
2321,Olga,Smith,F,41,Norway,Trondheim,2:24:51
2322,Anna,Perez,F,53,Mexico,Monterrey,4:57:06
2323,Zuzanna,Thompson,F,42,Finland,Espoo,3:39:07
2324,Marco,Martinez,M,53,Japan,Tokyo,3:58:05
2325,Sara,Silva,F,48,Norway,Oslo,5:13:06
2326,Olivia,Wilson,F,48,South Africa,Pretoria,5:31:25
2327,Hannah,Smirnov,F,19,Austria,Graz,3:58:33
2328,Mateo,Ivanov,M,36,Hungary,Debrecen,4:51:06
2329,Julia,Taylor,F,70,Czech Republic,Pilsen,3:39:01
2330,Luis,Williams,M,29,United Kingdom,Glasgow,5:35:08
2331,Jack,Garcia,M,27,Japan,Kyoto,2:13:53
2332,Michael,Scott,M,48,Brazil,Sao Paulo,5:09:19
2333,Katarzyna,Garcia,F,62,Denmark,Odense,3:53:30
2334,Giulia,Kowalczyk,F,39,Ukraine,Odesa,2:25:07
2335,Robert,White,M,40,Switzerland,Bern,4:28:28
2336,Oleg,Jackson,M,69,Czech Republic,Brno,5:07:48
2337,Jan,Lewis,M,40,Germany,Munich,2:25:37
2338,Giovanni,Johnson,M,32,Mexico,Guadalajara,3:27:23
2339,Alexander,Kowalski,M,43,Portugal,Faro,3:24:25
2340,Harry,Hernandez,M,20,Russia,Saint Petersburg,4:53:55
2341,Sunita,Thompson,F,40,Portugal,Faro,4:57:52
2342,Jack,Ramirez,M,37,Argentina,La Plata,4:56:32
2343,Carlos,Wiśniewski,M,62,Kenya,Kisumu,3:25:36
2344,Noah,Wiśniewski,M,57,Norway,Stavanger,5:30:10
2345,Alina,Scott,F,56,Finland,Oulu,5:22:46
2346,Olivia,Thomas,F,25,Germany,Frankfurt,5:57:22
2347,Julia,Melo,F,35,Canada,Calgary,2:12:39
2348,Daniel,Rodriguez,M,58,Switzerland,Geneva,4:32:21
2349,Julia,Murphy,F,23,Switzerland,Geneva,5:37:49
2350,Lucas,Miller,M,44,Austria,Linz,2:06:59
2351,Laura,Wilson,F,53,China,Beijing,3:24:28
2352,Giulia,Davis,F,32,Argentina,La Plata,4:59:07
2353,Ingrid,Jackson,F,54,Portugal,Faro,3:44:40
2354,Camila,Costa,F,22,Poland,Poznan,4:26:49
2355,Sofia,Kaczmarek,F,56,Mexico,Monterrey,3:53:01
2356,Luis,Scott,M,26,Spain,Madrid,3:49:58
2357,Lucia,Thompson,F,24,Mexico,Cancun,4:35:59
2358,Hugo,Clark,M,58,China,Beijing,2:58:46
2359,Yuki,Moore,F,37,United States,New York,4:28:05
2360,Jan,Kaczmarek,M,27,Japan,Sapporo,2:47:32
2361,Mateusz,Novak,M,43,Germany,Cologne,5:45:58
2362,Benjamin,Petrov,M,21,South Korea,Busan,5:35:00
2363,Jan,Allen,M,55,Kenya,Eldoret,3:34:38
2364,Daniel,Wright,M,41,Austria,Linz,2:58:48
2365,Laura,Anderson,F,31,Australia,Melbourne,4:55:53
2366,Luis,Young,M,58,Brazil,Rio de Janeiro,2:06:16
2367,Giovanni,Jackson,M,18,Austria,Graz,3:01:50
2368,María,Hernandez,F,34,India,Chennai,2:11:48
2369,Santiago,Sanchez,M,62,Denmark,Aalborg,3:13:12
2370,Alina,Smith,F,41,Russia,Moscow,2:42:47
2371,Hannah,Romano,F,44,Russia,Saint Petersburg,4:33:55
2372,Anna,Wiśniewski,F,24,Czech Republic,Olomouc,3:20:28
2373,Sara,Nowak,F,26,Canada,Ottawa,5:09:05
2374,Santiago,Ivanov,M,60,Switzerland,Zurich,3:37:54
2375,Charlotte,Harris,F,52,Poland,Poznan,3:41:13
2376,Harry,Nowak,M,29,Brazil,Salvador,3:08:54
2377,Carlos,Clark,M,38,Italy,Rome,3:11:37
2378,Lucia,Gonzalez,F,20,Norway,Stavanger,4:52:03
2379,Noah,Kowalski,M,32,Singapore,Singapore,4:06:47
2380,Chiara,Rodriguez,F,38,Germany,Cologne,4:37:59
2381,Sunita,Kowalski,F,27,United Arab Emirates,Ajman,3:38:37
2382,Isabella,Garcia,F,50,Finland,Vantaa,2:50:01
2383,Yuki,Torres,F,63,Ukraine,Dnipro,3:06:52
2384,Carlos,Johnson,M,69,India,Delhi,3:10:07
2385,Jan,Kowalski,M,23,Netherlands,Eindhoven,5:09:16
2386,Anna,Hernandez,F,19,Turkey,Bursa,5:55:41
2387,Jack,Novak,M,46,United Kingdom,Birmingham,4:34:06
2388,Emily,Ivanov,F,57,Turkey,Istanbul,2:16:15
2389,Mia,White,F,50,Poland,Wroclaw,3:27:07
2390,Emma,Kowalczyk,F,21,Poland,Gdansk,5:48:27
2391,George,Oliveira,M,21,United Arab Emirates,Dubai,5:30:15
2392,Jakub,Scott,M,46,Ethiopia,Bahir Dar,3:34:09
2393,David,Costa,M,54,Austria,Linz,5:36:43
2394,Lorenzo,Silva,M,37,Finland,Helsinki,3:47:48
2395,Sofia,Robinson,F,58,Australia,Sydney,4:50:02
2396,Mateusz,Popov,M,40,Austria,Innsbruck,3:02:55
2397,Ivan,Lopez,M,62,Ethiopia,Gondar,3:58:36
2398,John,Gomes,M,35,Germany,Berlin,2:14:01
2399,Valentina,Lee,F,66,Turkey,Antalya,2:07:44
2400,Evelyn,Jackson,F,42,Italy,Rome,4:59:07
2401,William,Santos,M,18,United Arab Emirates,Dubai,4:03:12
2402,Noah,Wilson,M,32,Finland,Vantaa,2:21:24
2403,Jack,Robinson,M,51,Finland,Helsinki,2:49:21
2404,Giovanni,Thomas,M,65,Portugal,Coimbra,3:19:28
2405,Yuki,Lewis,F,37,Romania,Iasi,2:15:17
2406,Anna,Rossi,F,54,Mexico,Guadalajara,5:26:45
2407,Santiago,Robinson,M,44,Denmark,Aarhus,4:22:40
2408,David,Nowak,M,39,Canada,Ottawa,3:38:59
2409,Amelia,Bianchi,F,68,Sweden,Malmo,5:57:26
2410,George,Romano,M,22,Switzerland,Lausanne,5:18:36
2411,Anna,Costa,F,51,United States,Los Angeles,3:14:56
2412,Mateo,Thomas,M,56,Sweden,Uppsala,2:05:00
2413,Giovanni,Popov,M,20,Russia,Novosibirsk,5:01:30
2414,William,Smith,M,34,Norway,Oslo,4:55:46
2415,Ava,Ivanov,F,41,Slovakia,Zilina,5:35:05
2416,Lucia,Costa,F,41,Hungary,Debrecen,4:24:37
2417,Robert,Walker,M,20,Mexico,Monterrey,5:41:55
2418,Jakub,Jones,M,62,Singapore,Singapore,5:03:21
2419,Carlos,Taylor,M,24,Norway,Bergen,3:18:58
2420,Daniel,Davis,M,42,Sweden,Vasteras,3:25:08
2421,George,Nowak,M,20,Ukraine,Kharkiv,2:56:19
2422,Daniel,Kuznetsov,M,32,India,Chennai,3:56:59
2423,Emma,Lewis,F,46,United Kingdom,Manchester,4:23:47
2424,John,Ferrari,M,67,United Kingdom,Manchester,3:45:18
2425,Elijah,Jackson,M,46,United Kingdom,London,2:11:22
2426,Laura,Romano,F,27,Turkey,Istanbul,5:32:53
2427,Oliver,White,M,49,Argentina,Rosario,5:06:18
2428,Laura,Kuznetsov,F,40,Austria,Innsbruck,2:20:27
2429,David,Novak,M,56,Sweden,Vasteras,5:18:55
2430,María,Ramirez,F,26,Slovakia,Nitra,3:29:19
2431,Amelia,Miller,F,54,Slovakia,Zilina,2:14:20
2432,Abigail,Silva,F,69,South Africa,Pretoria,2:24:49
2433,Maria,Wiśniewski,F,57,Denmark,Aarhus,2:19:57
2434,Harry,Wiśniewski,M,31,Romania,Cluj-Napoca,2:44:28
2435,Amelia,Popov,F,21,France,Nice,5:58:20
2436,Mateo,White,M,37,Sweden,Malmo,4:50:30
2437,Carlos,Petrov,M,45,Switzerland,Geneva,5:49:28
2438,Piotr,Martinez,M,31,United States,Chicago,3:27:33
2439,Anna,Rossi,F,61,Sweden,Gothenburg,4:16:38
2440,John,Wilson,M,51,United Arab Emirates,Dubai,5:12:17
2441,Maria,Miller,F,30,Canada,Toronto,3:18:00
2442,Anna,Nowak,F,48,South Korea,Daegu,5:26:04
2443,Isabella,Robinson,F,50,Russia,Yekaterinburg,2:44:58
2444,Olivia,Wiśniewski,F,69,Austria,Vienna,3:48:46
2445,Ivan,Wiśniewski,M,56,Spain,Barcelona,3:40:43
2446,Alexander,Perez,M,45,France,Lyon,5:40:53
2447,Nikolai,Smirnov,M,42,Argentina,Buenos Aires,4:44:45
2448,Marco,Perez,M,49,South Korea,Seoul,2:48:08
2449,Marco,Smirnov,M,26,Ukraine,Dnipro,5:19:18
2450,Alexander,Torres,M,45,Spain,Madrid,4:55:16
2451,Mikhail,Murphy,M,48,Germany,Frankfurt,3:50:56
2452,Ava,Wiśniewski,F,34,Finland,Oulu,3:06:25
2453,Evelyn,Martinez,F,70,Austria,Vienna,4:37:01
2454,Robert,Jackson,M,40,Ethiopia,Bahir Dar,3:16:49
2455,Emma,Anderson,F,30,Italy,Rome,3:18:19
2456,Mateusz,Torres,M,27,Mexico,Puebla,2:58:46
2457,Mateusz,Kuznetsov,M,33,Portugal,Faro,2:28:23
2458,Alina,Martin,F,23,Australia,Melbourne,4:24:51
2459,Mateo,Torres,M,65,Kenya,Eldoret,5:24:03
2460,Oleg,Walker,M,28,Ukraine,Lviv,2:43:05
2461,María,Ivanov,F,69,Norway,Oslo,4:32:42
2462,Alina,Martinez,F,20,Argentina,Cordoba,2:33:48
2463,Evelyn,Martinez,F,45,Australia,Adelaide,5:15:30
2464,Yuki,Jackson,F,58,Portugal,Coimbra,2:25:49
2465,Julia,Taylor,F,32,Ethiopia,Bahir Dar,2:19:38
2466,Lucas,Johnson,M,30,United States,San Francisco,5:33:58
2467,Hugo,Nguyen,M,59,Slovakia,Presov,5:17:23
2468,Oleg,Martinez,M,69,Turkey,Antalya,2:47:03
2469,Harry,Smith,M,62,Netherlands,Eindhoven,2:13:17
2470,Maria,White,F,34,Poland,Gdansk,4:54:39
2471,David,Kowalczyk,M,24,Hungary,Debrecen,4:37:49
2472,Megan,Sanchez,F,45,Ethiopia,Gondar,4:13:22
2473,Emily,Kowalski,F,55,Czech Republic,Brno,5:12:16
2474,Sofia,Thompson,F,30,Austria,Linz,5:07:20
2475,Abigail,Nguyen,F,34,Mexico,Guadalajara,4:11:18
2476,Isabella,Lee,F,32,United States,Los Angeles,3:26:19
2477,Robert,White,M,53,Brazil,Brasilia,5:02:48
2478,Julia,Costa,F,45,Sweden,Malmo,2:13:58
2479,Michael,Nowak,M,32,Germany,Berlin,5:28:52
2480,Sofia,Costa,F,63,United Arab Emirates,Ras Al Khaimah,4:36:32
2481,Robert,Walker,M,70,Switzerland,Bern,2:29:26
2482,Camila,Walker,F,28,Ethiopia,Bahir Dar,5:11:47
2483,Julia,Smith,F,48,Denmark,Aalborg,5:33:17
2484,William,Perez,M,21,Germany,Cologne,4:13:34
2485,Lucas,Martin,M,52,South Korea,Daegu,2:33:53
2486,Giulia,Anderson,F,51,Spain,Madrid,2:13:10
2487,Alexander,Moore,M,69,Denmark,Odense,2:33:29
2488,Yuki,Kaczmarek,F,44,United Kingdom,Edinburgh,4:50:45
2489,Amelia,Nowak,F,27,Czech Republic,Olomouc,3:56:51
2490,Lorenzo,Thompson,M,47,United Kingdom,Birmingham,2:36:58
2491,Michael,Robinson,M,62,Denmark,Aalborg,4:55:26
2492,Jack,Melo,M,37,Italy,Turin,4:21:06
2493,Olivia,Romano,F,46,Australia,Melbourne,5:06:43
2494,Robert,Santos,M,70,United Arab Emirates,Sharjah,3:45:25
2495,Chiara,Kowalczyk,F,46,Sweden,Uppsala,4:46:18
2496,Lorenzo,White,M,40,Kenya,Mombasa,3:46:39
2497,Ava,Sanchez,F,67,India,Chennai,4:46:32
2498,Charlotte,Perez,F,38,Russia,Novosibirsk,2:08:17
2499,Isabella,Jones,F,65,Canada,Vancouver,4:54:19
2500,Mikhail,Scott,M,60,India,Mumbai,5:38:28
2501,Hannah,Silva,F,27,Australia,Brisbane,5:55:10
2502,Hannah,Costa,F,58,Austria,Salzburg,4:47:06
2503,Mia,Bianchi,F,29,Russia,Novosibirsk,2:33:33
2504,Sophia,Lewis,F,47,Mexico,Mexico City,4:44:00
2505,Jack,King,M,68,Poland,Poznan,3:24:43
2506,Ivan,Thomas,M,50,Kenya,Nakuru,4:20:02
2507,Maria,Bianchi,F,35,South Africa,Pretoria,5:37:34
2508,Santiago,Smirnov,M,31,Finland,Oulu,3:09:04
2509,Anna,Anderson,F,39,Turkey,Antalya,2:14:55
2510,Sara,Lopez,F,38,Turkey,Ankara,4:23:50
2511,Oliver,Murphy,M,18,United Arab Emirates,Ajman,2:21:54
2512,Ekaterina,Scott,F,66,United Arab Emirates,Abu Dhabi,2:09:01
2513,Mikhail,Garcia,M,60,Japan,Kyoto,2:44:23
2514,Valentina,Popov,F,69,Mexico,Guadalajara,2:17:12
2515,Isabella,Santos,F,32,Romania,Timisoara,2:07:14
2516,Evelyn,King,F,53,Ethiopia,Addis Ababa,5:15:51
2517,Oleg,Brown,M,64,Norway,Stavanger,3:07:41
2518,Hugo,Anderson,M,39,Denmark,Odense,2:48:46
2519,Anna,Nguyen,F,49,South Africa,Cape Town,5:13:52
2520,Maya,Walker,F,63,Germany,Cologne,5:02:58
2521,Sara,Miller,F,50,Poland,Krakow,4:56:56
2522,Daniel,Oliveira,M,58,Finland,Helsinki,4:04:39
2523,Elijah,Lee,M,56,Romania,Timisoara,2:30:10
2524,William,Gonzalez,M,40,South Korea,Daegu,4:51:50
2525,Emily,Davis,F,60,Mexico,Cancun,5:42:25
2526,Marco,Garcia,M,19,Mexico,Cancun,2:51:36
2527,John,Gonzalez,M,19,Kenya,Nairobi,4:00:07
2528,Charlotte,Wright,F,55,South Korea,Seoul,3:20:12
2529,Harry,Wilson,M,68,Switzerland,Geneva,3:16:42
2530,Yuki,Young,F,46,Netherlands,Eindhoven,2:32:23
2531,Daria,Torres,F,69,Kenya,Eldoret,5:07:40
2532,Olivia,Nguyen,F,63,Denmark,Aarhus,3:18:26
2533,Pedro,Costa,M,20,China,Guangzhou,5:51:59
2534,Lucas,Popov,M,56,Sweden,Gothenburg,3:01:04
2535,María,Kaczmarek,F,24,Argentina,Rosario,3:57:48
2536,Valentina,Nguyen,F,53,Spain,Valencia,4:44:51
2537,Sunita,Wiśniewski,F,46,Ethiopia,Addis Ababa,4:47:22
2538,Giovanni,Smith,M,54,Turkey,Ankara,3:01:51
2539,Maria,Wiśniewski,F,66,United Kingdom,Manchester,2:06:22
2540,Lucia,Murphy,F,53,France,Paris,3:39:56
2541,Ekaterina,Young,F,40,Austria,Innsbruck,5:54:23
2542,Camila,Perez,F,62,South Africa,Johannesburg,5:46:54
2543,Isabella,Walker,F,33,Austria,Linz,4:46:11
2544,Isabella,Jackson,F,65,Austria,Salzburg,5:10:12
2545,Oleg,Taylor,M,48,Portugal,Faro,4:59:35
2546,Daniel,Thomas,M,51,India,Mumbai,2:45:40
2547,Piotr,Moore,M,67,India,Chennai,3:41:00
2548,Thomas,Allen,M,18,Ethiopia,Gondar,2:34:42
2549,Oleg,Novak,M,35,Mexico,Monterrey,5:56:34
2550,Marco,Davis,M,57,South Africa,Pretoria,5:46:09
2551,Santiago,Young,M,60,Finland,Vantaa,4:31:36
2552,Liam,Lee,M,32,Mexico,Cancun,3:52:06
2553,Isabella,Walker,F,65,Czech Republic,Ostrava,5:33:45
2554,Olivia,Hernandez,F,66,Denmark,Odense,4:16:46
2555,Santiago,Jones,M,34,Argentina,Rosario,4:33:42
2556,Isabela,Ivanov,F,61,South Africa,Durban,5:52:10
2557,Daria,Miller,F,27,Slovakia,Zilina,2:27:40
2558,Marco,Perez,M,37,United Arab Emirates,Ajman,2:39:38
2559,Daniel,Ferrari,M,23,Germany,Frankfurt,2:21:17
2560,Camila,Gonzalez,F,25,Poland,Warsaw,5:45:02
2561,Charlotte,Wiśniewski,F,62,Israel,Beer Sheva,4:14:53
2562,Chiara,Wilson,F,51,Germany,Hamburg,2:32:17
2563,Oleg,Allen,M,49,Russia,Saint Petersburg,5:56:56
2564,Oleg,Lee,M,68,Kenya,Kisumu,4:54:33
2565,Robert,Walker,M,59,Ethiopia,Gondar,5:10:42
2566,Benjamin,Ivanov,M,21,Singapore,Singapore,3:00:00
2567,Oleg,Gomes,M,61,Mexico,Mexico City,3:11:44
2568,Arthur,Wilson,M,67,Italy,Bologna,2:14:42
2569,Ingrid,Ivanov,F,56,Turkey,Ankara,4:29:11
2570,Abigail,Lee,F,37,France,Lyon,4:23:47
2571,Mateo,Gonzalez,M,41,Ethiopia,Addis Ababa,4:54:28
2572,Laura,Rossi,F,41,Ukraine,Odesa,4:37:49
2573,Mateo,Silva,M,43,United Arab Emirates,Ras Al Khaimah,4:26:15
2574,Mateo,Kowalski,M,42,France,Bordeaux,5:09:49
2575,Mateo,Lee,M,53,Sweden,Vasteras,2:44:58
2576,Megan,Walker,F,24,Spain,Seville,3:13:32
2577,Yuki,Rossi,F,27,Kenya,Kisumu,2:25:38
2578,Lucia,Kaczmarek,F,64,Argentina,Cordoba,3:02:46
2579,Mikhail,Anderson,M,29,Italy,Milan,3:36:58
2580,Maria,Walker,F,18,South Africa,Durban,5:02:33
2581,Oleg,White,M,69,Germany,Munich,3:34:23
2582,Abigail,Martin,F,67,Netherlands,Utrecht,2:57:46
2583,Anna,Popov,F,42,Japan,Sapporo,5:23:16
2584,Kacper,Romano,M,33,Ukraine,Lviv,4:55:45
2585,Zuzanna,Lewis,F,22,Slovakia,Nitra,2:17:59
2586,Daria,Ramirez,F,36,Czech Republic,Olomouc,2:40:34
2587,Jack,Sanchez,M,21,Hungary,Szeged,2:42:16
2588,Lucia,Smith,F,23,Kenya,Kisumu,2:32:19
2589,Luis,Brown,M,43,Israel,Beer Sheva,4:28:31
2590,Lucia,Thompson,F,66,Italy,Turin,4:51:58
2591,Evelyn,Robinson,F,56,United States,Los Angeles,5:13:50
2592,Ekaterina,Johnson,F,56,Hungary,Debrecen,3:06:29
2593,Valentina,Wilson,F,26,France,Marseille,3:27:35
2594,Maria,Jackson,F,62,Mexico,Guadalajara,4:24:58
2595,Mateusz,Johnson,M,69,United Arab Emirates,Abu Dhabi,4:07:52
2596,Zuzanna,Ramirez,F,31,Portugal,Braga,3:01:30
2597,Jakub,Lee,M,65,Romania,Iasi,4:05:50
2598,Thomas,Scott,M,26,Turkey,Ankara,4:05:49
2599,Lorenzo,Bianchi,M,32,Mexico,Cancun,5:26:02
2600,Hugo,Kowalski,M,54,United States,New York,3:08:16
2601,Isabella,Lewis,F,67,Japan,Sapporo,2:47:14
2602,Mikhail,Miller,M,70,Israel,Tel Aviv,2:41:20
2603,Isabella,Thomas,F,37,Spain,Madrid,5:31:42
2604,Mateo,Lee,M,25,Switzerland,Zurich,3:16:46
2605,John,Popov,M,49,Singapore,Singapore,3:15:27
